Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_local_scale,environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study,host_common_name,Host_Diet,host_genotype,host_intranasal_treatment,host_sex,host_subject_id,host_strain,neg_cont_type,pos_cont_type
SRR29054937,AMPLICON,502,20896252,PRJNA1111477,SAMN41393671,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,11672056,DUKE UNIVERSITY,2022-03-01,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Mouse Lung,not applicable,SRX24579953,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-672,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Lung Tissue_JI-672_Week_13_LabelJI-672,JI-672,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",House dust mite,female,JI-672,,,
SRR29054938,AMPLICON,502,9763900,PRJNA1111477,SAMN41393670,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5607366,DUKE UNIVERSITY,2022-03-01,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Lung,not applicable,SRX24579952,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-671,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Lung Tissue_JI-671_Week_13_LabelJI-671,JI-671,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,female,JI-671,,,
SRR29054939,AMPLICON,502,2512008,PRJNA1111477,SAMN41393669,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,1783816,DUKE UNIVERSITY,2022-03-01,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Lung,not applicable,SRX24579951,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-670,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Lung Tissue_JI-670_Week_13_LabelJI-670,JI-670,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",House dust mite,female,JI-670,,,
SRR29054940,AMPLICON,502,15712098,PRJNA1111477,SAMN41393668,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,9688683,DUKE UNIVERSITY,2022-02-28,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Mouse Lung,not applicable,SRX24579950,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-669,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Lung Tissue_JI-669_Week_13_LabelJI-669,JI-669,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,female,JI-669,,,
SRR29054941,AMPLICON,502,2959290,PRJNA1111477,SAMN41393667,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,1956149,DUKE UNIVERSITY,2022-02-28,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Lung,not applicable,SRX24579949,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-668,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Lung Tissue_JI-668_Week_13_LabelJI-668,JI-668,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-668,,,
SRR29054942,AMPLICON,502,5164074,PRJNA1111477,SAMN41393666,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,3232507,DUKE UNIVERSITY,2022-02-28,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Lung,not applicable,SRX24579948,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-667,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Lung Tissue_JI-667_Week_13_LabelJI-667,JI-667,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-667,,,
SRR29054943,AMPLICON,502,23465488,PRJNA1111477,SAMN41393665,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,14409311,DUKE UNIVERSITY,2022-02-28,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Mouse Lung,not applicable,SRX24579947,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-666,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Lung Tissue_JI-666_Week_13_LabelJI-666,JI-666,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,female,JI-666,,,
SRR29054944,AMPLICON,502,12450604,PRJNA1111477,SAMN41393522,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7318250,DUKE UNIVERSITY,2022-03-08,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579946,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,25,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-686_Week_13_Label25,25,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-686,C57BL/6,,
SRR29054945,AMPLICON,502,23523720,PRJNA1111477,SAMN41393664,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,13941100,DUKE UNIVERSITY,2022-02-28,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Lung,not applicable,SRX24579945,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-665,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Lung Tissue_JI-665_Week_13_LabelJI-665,JI-665,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",House dust mite,female,JI-665,,,
SRR29054946,AMPLICON,502,331822,PRJNA1111477,SAMN41393754,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,296500,DUKE UNIVERSITY,2022-06-09,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX24579943,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,Saline-blank-3,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,LT-Water-blank-3,Saline-blank-3,SRP508123,,,,,,,,Water used in lung tissue homogenization,
SRR29054947,AMPLICON,502,4883456,PRJNA1111477,SAMN41393755,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,2858852,DUKE UNIVERSITY,2022-06-13,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579942,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,Saline-blank-2,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,LT-Water-blank-2,Saline-blank-2,SRP508123,,,,,,,,Water used in lung tissue homogenization,
SRR29054948,AMPLICON,502,16811980,PRJNA1111477,SAMN41393753,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,9792347,DUKE UNIVERSITY,2022-06-07,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX24579941,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,Saline-blank-1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,LT-Water-blank-1,Saline-blank-1,SRP508123,,,,,,,,Water used in lung tissue homogenization,
SRR29054949,AMPLICON,502,301702,PRJNA1111477,SAMN41393751,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,274574,DUKE UNIVERSITY,2023-05-11,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579940,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR-neg1-eva,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR-neg1-eva-LT,PCR-neg1-eva,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054950,AMPLICON,502,13311534,PRJNA1111477,SAMN41393752,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7111059,DUKE UNIVERSITY,2023-04-10,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX24579939,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,pcr-neg,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,pcr-neg-LT,pcr-neg,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054951,AMPLICON,502,3012,PRJNA1111477,SAMN41393705,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,64074,DUKE UNIVERSITY,2023-03-29,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX24579938,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR-Bl3,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR-Bl3,PCR-Bl3,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054952,AMPLICON,502,49196,PRJNA1111477,SAMN41393704,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,96485,DUKE UNIVERSITY,2023-03-29,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX24579937,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR-Bl2,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR-Bl2,PCR-Bl2,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054953,AMPLICON,502,137046,PRJNA1111477,SAMN41393703,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,155994,DUKE UNIVERSITY,2023-03-29,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579936,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR-Bl1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR-Bl1,PCR-Bl1,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054954,AMPLICON,502,106926,PRJNA1111477,SAMN41393721,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,139581,DUKE UNIVERSITY,2023-03-29,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX24579935,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR3-R-Bl3,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR3-R-Bl3,PCR3-R-Bl3,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054955,AMPLICON,502,50200,PRJNA1111477,SAMN41393720,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,100285,DUKE UNIVERSITY,2023-03-29,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX24579934,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR3-R-Bl2,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR3-R-Bl2,PCR3-R-Bl2,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054956,AMPLICON,502,14702074,PRJNA1111477,SAMN41393531,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,8456985,DUKE UNIVERSITY,2022-03-08,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579933,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,29,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-693_Week_13_Label29,29,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-693,C57BL/6,,
SRR29054957,AMPLICON,502,36144,PRJNA1111477,SAMN41393719,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,90426,DUKE UNIVERSITY,2023-03-29,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX24579932,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR3-R-Bl1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR3-R-Bl1,PCR3-R-Bl1,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054958,AMPLICON,502,187246,PRJNA1111477,SAMN41393712,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,198630,DUKE UNIVERSITY,2023-03-29,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX24579931,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR3-Bl3,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR3-Bl3,PCR3-Bl3,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054959,AMPLICON,502,176704,PRJNA1111477,SAMN41393711,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,190299,DUKE UNIVERSITY,2023-03-29,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX24579930,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR3-Bl2,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR3-Bl2,PCR3-Bl2,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054960,AMPLICON,502,171684,PRJNA1111477,SAMN41393710,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,182088,DUKE UNIVERSITY,2023-03-29,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX24579929,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR3-Bl1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR3-Bl1,PCR3-Bl1,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054961,AMPLICON,502,3012,PRJNA1111477,SAMN41393708,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,64429,DUKE UNIVERSITY,2023-03-29,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579928,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR-2-Bl3,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR-2-Bl3,PCR-2-Bl3,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054962,AMPLICON,502,4016,PRJNA1111477,SAMN41393707,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,65495,DUKE UNIVERSITY,2023-03-29,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579927,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR-2-Bl2,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR-2-Bl2,PCR-2-Bl2,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054963,AMPLICON,502,2510,PRJNA1111477,SAMN41393706,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,64093,DUKE UNIVERSITY,2023-03-29,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX24579926,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR-2-Bl1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR-2-Bl1,PCR-2-Bl1,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054964,AMPLICON,502,15562,PRJNA1111477,SAMN41393709,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,76177,DUKE UNIVERSITY,2023-03-29,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX24579925,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,PCR1-Bl1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PCR1-Bl1,PCR1-Bl1,SRP508123,,,,,,,,DNA-Free PCR Mix,
SRR29054965,AMPLICON,502,5666576,PRJNA1111477,SAMN41393750,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,3232301,DUKE UNIVERSITY,2022-06-14,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX24579924,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,Kit-blank-4,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,BT-Kit-blank-4,Kit-blank-4,SRP508123,,,,,,,,DNA Extraction Blank,
SRR29054966,AMPLICON,502,14848658,PRJNA1111477,SAMN41393749,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,8394905,DUKE UNIVERSITY,2022-06-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX24579923,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,Kit-blank-3,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,BT-Kit-blank-3,Kit-blank-3,SRP508123,,,,,,,,DNA Extraction Blank,
SRR29054967,AMPLICON,502,30681738,PRJNA1111477,SAMN41393488,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,16528870,DUKE UNIVERSITY,2022-02-28,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579922,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,28,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Fecal_JI-665_Week_13_Label28,28,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",House dust mite,female,JI-665,C57BL/6,,
SRR29054968,AMPLICON,502,1529092,PRJNA1111477,SAMN41393748,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,1103813,DUKE UNIVERSITY,2022-06-09,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX24579921,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,Kit-blank-2,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,BT-Kit-blank-2,Kit-blank-2,SRP508123,,,,,,,,DNA Extraction Blank,
SRR29054969,AMPLICON,502,17188480,PRJNA1111477,SAMN41393747,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,9632197,DUKE UNIVERSITY,2022-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX24579920,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,Kit-blank-1,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,BT-Kit-blank-1,Kit-blank-1,SRP508123,,,,,,,,DNA Extraction Blank,
SRR29054970,AMPLICON,502,13448078,PRJNA1111477,SAMN41393693,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,8104706,DUKE UNIVERSITY,2022-03-08,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Mouse Lung,not applicable,SRX24579919,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-693,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Lung Tissue_JI-693_Week_13_LabelJI-693,JI-693,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-693,,,
SRR29054971,AMPLICON,502,9010900,PRJNA1111477,SAMN41393692,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5669025,DUKE UNIVERSITY,2022-03-08,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Lung,not applicable,SRX24579918,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-692,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Lung Tissue_JI-692_Week_13_LabelJI-692,JI-692,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-692,,,
SRR29054972,AMPLICON,502,1420660,PRJNA1111477,SAMN41393691,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,1039209,DUKE UNIVERSITY,2022-03-08,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Lung,not applicable,SRX24579917,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-691,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Lung Tissue_JI-691_Week_13_LabelJI-691,JI-691,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",House dust mite,male,JI-691,,,
SRR29054973,AMPLICON,502,5765470,PRJNA1111477,SAMN41393690,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,3458207,DUKE UNIVERSITY,2022-03-08,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Lung,not applicable,SRX24579916,USA,North America,USA:Durham,Mus musculus C57BL/6,Illumina MiSeq,36.01 N 78.94 W,JI-690,PAIRED,PCR,GENOMIC,lung metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Lung Tissue_JI-690_Week_13_LabelJI-690,JI-690,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,male,JI-690,,,
SRR29054974,AMPLICON,502,11029944,PRJNA1111477,SAMN41393643,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5932180,DUKE UNIVERSITY,2022-09-09,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579915,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,320,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-765_Week_13_Label320,320,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-765,C57BL/6,,
SRR29054975,AMPLICON,502,1004,PRJNA1111477,SAMN41393740,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,62482,DUKE UNIVERSITY,2023-01-11,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX24579914,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,319,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PSPro-Elution-Buffer-blank-10,319,SRP508123,,,,,,,,DNA Extraction Blank,
SRR29054976,AMPLICON,502,4518,PRJNA1111477,SAMN41393739,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,65771,DUKE UNIVERSITY,2023-01-11,public,"sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX24579913,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,318,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PSPro-Kit-blank-11,318,SRP508123,,,,,,,,DNA Extraction Blank,
